time	soma.v(0.5)	stim1.i	soma.ica(0.5)	soma.ik(0.5)
1130.000000	2.830539	0.020000	-0.002775	0.002076
1132.000000	7.278765	0.020000	-0.002414	0.001950
1134.000000	11.260016	0.020000	-0.002091	0.001802
1136.000000	14.888180	0.020000	-0.001809	0.001648
1138.000000	18.244154	0.020000	-0.001561	0.001499
1140.000000	21.374109	0.020000	-0.001338	0.001361
1142.000000	24.294144	0.020000	-0.001132	0.001239
1144.000000	26.996674	0.020000	-0.000934	0.001136
1146.000000	29.458970	0.020000	-0.000741	0.001053
1148.000000	31.654055	0.020000	-0.000553	0.000989
1150.000000	33.561828	0.020000	-0.000374	0.000944
1152.000000	35.176523	0.020000	-0.000213	0.000917
1154.000000	36.507909	0.020000	-0.000073	0.000905
1156.000000	37.577327	0.020000	0.000043	0.000906
1158.000000	38.412007	0.020000	0.000135	0.000919
1160.000000	39.040496	0.020000	0.000204	0.000942
1162.000000	39.490033	0.020000	0.000253	0.000973
1164.000000	39.785432	0.020000	0.000286	0.001010
1166.000000	39.948780	0.020000	0.000303	0.001052
1168.000000	39.999463	0.020000	0.000308	0.001099
1170.000000	39.954332	0.020000	0.000303	0.001149
1172.000000	39.827924	0.020000	0.000289	0.001202
1174.000000	39.632698	0.020000	0.000267	0.001256
1176.000000	39.379271	0.020000	0.000239	0.001313
1178.000000	39.076644	0.020000	0.000206	0.001371
1180.000000	38.732402	0.020000	0.000168	0.001430
1182.000000	38.352893	0.020000	0.000127	0.001490
1184.000000	37.943414	0.020000	0.000083	0.001551
1186.000000	37.508344	0.020000	0.000036	0.001612
1188.000000	37.051269	0.020000	-0.000012	0.001674
1190.000000	36.575089	0.020000	-0.000062	0.001737
1192.000000	36.082104	0.020000	-0.000114	0.001800
1194.000000	35.574090	0.020000	-0.000167	0.001864
1196.000000	35.052359	0.020000	-0.000221	0.001928
1198.000000	34.517801	0.020000	-0.000276	0.001993
1200.000000	33.970932	0.020000	-0.000331	0.002058
1202.000000	33.411908	0.020000	-0.000388	0.002125
1204.000000	32.840557	0.020000	-0.000445	0.002192
1206.000000	32.256377	0.020000	-0.000502	0.002260
1208.000000	31.658544	0.020000	-0.000561	0.002330
1210.000000	31.045904	0.020000	-0.000620	0.002402
1212.000000	30.416943	0.020000	-0.000681	0.002475
1214.000000	29.769779	0.020000	-0.000742	0.002551
1216.000000	29.102097	0.020000	-0.000805	0.002629
1218.000000	28.411099	0.020000	-0.000869	0.002711
1220.000000	27.693436	0.020000	-0.000935	0.002796
1222.000000	26.945086	0.020000	-0.001002	0.002885
1224.000000	26.161225	0.020000	-0.001072	0.002979
1226.000000	25.336050	0.020000	-0.001144	0.003080
1228.000000	24.462542	0.020000	-0.001220	0.003187
1230.000000	23.532141	0.020000	-0.001299	0.003304
1232.000000	22.534323	0.020000	-0.001382	0.003431
1234.000000	21.456016	0.020000	-0.001470	0.003571
1236.000000	20.280791	0.020000	-0.001564	0.003726
1238.000000	18.987719	0.020000	-0.001665	0.003902
1240.000000	17.549726	0.020000	-0.001775	0.004102
1242.000000	15.931179	0.020000	-0.001896	0.004335
1244.000000	14.084196	0.020000	-0.002029	0.004611
1246.000000	11.942876	0.020000	-0.002179	0.004944
1248.000000	9.413778	0.020000	-0.002349	0.005355
1250.000000	6.359249	0.020000	-0.002542	0.005878
